observed_on,latitude,longitude,place_county_name,place_state_name,url,image_url,tipo
17/10/2009,-20.3314305333,-46.4976644833,São Roque de Minas,Minas Gerais,https://www.inaturalist.org/observations/41896801,https://inaturalist-open-data.s3.amazonaws.com/photos/66486120/medium.jpg,N-H
06/03/2010,-22.7187849,-45.0953321,Lorena,São Paulo,https://www.inaturalist.org/observations/49901071,https://inaturalist-open-data.s3.amazonaws.com/photos/79229141/medium.jpeg,H
18/03/2010,-18.9104596039,-48.2297163915,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/67221276,https://inaturalist-open-data.s3.amazonaws.com/photos/108548808/medium.jpg,N-H
22/03/2010,-18.9104596039,-48.2297163915,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/67221294,https://inaturalist-open-data.s3.amazonaws.com/photos/108549323/medium.jpg,N-H
16/06/2010,-20.243732,-46.365288,São Roque de Minas,Minas Gerais,http://www.inaturalist.org/observations/2649719,https://inaturalist-open-data.s3.amazonaws.com/photos/2975976/medium.JPG,N-H
11/07/2010,-22.5310394492,-44.1045913633,Volta Redonda,Rio de Janeiro,https://www.inaturalist.org/observations/59239516,https://inaturalist-open-data.s3.amazonaws.com/photos/94640991/medium.jpg,N-H
10/08/2010,-19.919052,-43.938668,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/195294767,https://inaturalist-open-data.s3.amazonaws.com/photos/343525832/medium.jpg,N-H
28/08/2010,-20.5850600692,-47.8645777702,São Joaquim da Barra,São Paulo,https://www.inaturalist.org/observations/156157346,https://static.inaturalist.org/photos/269989642/medium.jpeg,N-H
19/09/2010,-18.910022,-48.228779,Uberlândia,Minas Gerais,http://www.inaturalist.org/observations/30737,https://inaturalist-open-data.s3.amazonaws.com/photos/53346/medium.jpg,N-H
17/10/2010,-18.9103784058,-48.2281285237,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/67105381,https://inaturalist-open-data.s3.amazonaws.com/photos/108332619/medium.jpg,N-H
29/11/2010,-22.931744287,-42.4866843224,Saquarema,Rio de Janeiro,https://www.inaturalist.org/observations/64574479,https://static.inaturalist.org/photos/103835313/medium.jpeg,H
11/12/2010,-19.392825148,-43.6699126066,Jaboticatubas,Minas Gerais,https://www.inaturalist.org/observations/120713072,https://inaturalist-open-data.s3.amazonaws.com/photos/204194720/medium.jpg,N-H
04/02/2011,-22.9068467,-43.1728965,Rio de Janeiro,Rio de Janeiro,https://www.inaturalist.org/observations/102637918,https://inaturalist-open-data.s3.amazonaws.com/photos/171616514/medium.jpeg,N-H
14/04/2011,-22.9093706457,-42.7937758167,Maricá,Rio de Janeiro,https://www.inaturalist.org/observations/152642366,https://inaturalist-open-data.s3.amazonaws.com/photos/263529195/medium.jpeg,H
31/05/2011,-20.0987555085,-43.487616587,Catas Altas,Minas Gerais,https://www.inaturalist.org/observations/226673316,https://inaturalist-open-data.s3.amazonaws.com/photos/402033954/medium.jpeg,N-H
01/07/2011,-20.8023191,-42.8586297,Viçosa,Minas Gerais,https://www.inaturalist.org/observations/9644412,https://inaturalist-open-data.s3.amazonaws.com/photos/13172031/medium.jpeg,H
20/07/2011,-15.7600102,-43.8550347,Varzelândia,Minas Gerais,https://www.inaturalist.org/observations/225704897,https://inaturalist-open-data.s3.amazonaws.com/photos/400196186/medium.jpg,N-H
10/08/2011,-20.7268720204,-48.2656879323,Morro Agudo,São Paulo,https://www.inaturalist.org/observations/128208424,https://static.inaturalist.org/photos/217750895/medium.jpg,N-H
30/08/2011,-21.7623554331,-43.3434670419,Juiz de Fora,Minas Gerais,https://www.inaturalist.org/observations/194162589,https://inaturalist-open-data.s3.amazonaws.com/photos/341219355/medium.jpeg,N-H
19/09/2011,-20.1333333,-43.5,Mariana,Minas Gerais,https://www.inaturalist.org/observations/166942399,https://inaturalist-open-data.s3.amazonaws.com/photos/289135105/medium.jpeg,H
22/12/2011,-22.9990751353,-45.542880451,Taubaté,São Paulo,https://www.inaturalist.org/observations/49901487,https://inaturalist-open-data.s3.amazonaws.com/photos/79229694/medium.jpeg,N-H
24/01/2012,-20.3869539973,-43.5813511019,Ouro Preto,Minas Gerais,https://www.inaturalist.org/observations/144325134,https://inaturalist-open-data.s3.amazonaws.com/photos/247684754/medium.png,N-H
07/04/2012,-23.5465380294,-45.0652932756,Ubatuba,São Paulo,https://www.inaturalist.org/observations/77378585,https://inaturalist-open-data.s3.amazonaws.com/photos/126542001/medium.jpg,N-H
26/07/2012,-19.949237,-43.904585,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/9768809,https://static.inaturalist.org/photos/13380182/medium.jpg,N-H
23/09/2012,-18.8744770623,-48.286155011,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/68429905,https://inaturalist-open-data.s3.amazonaws.com/photos/110800308/medium.jpeg,N-H
20/01/2013,-22.4865658431,-43.1912019794,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/106352808,https://static.inaturalist.org/photos/178642669/medium.jpg,N-H
26/01/2013,-21.9686054591,-47.886742875,São Carlos,São Paulo,https://www.inaturalist.org/observations/20205308,https://static.inaturalist.org/photos/31186821/medium.jpg,N-H
04/03/2013,-15.4484446861,-44.4218941881,Januária,Minas Gerais,https://www.inaturalist.org/observations/62201179,https://inaturalist-open-data.s3.amazonaws.com/photos/99625584/medium.jpg,N-H
13/07/2013,-19.27137275,-50.78404775,Limeira do Oeste,Minas Gerais,https://www.inaturalist.org/observations/243716116,https://inaturalist-open-data.s3.amazonaws.com/photos/434615952/medium.jpeg,N-H
19/07/2013,-23.6405105556,-46.6296691667,São Paulo,São Paulo,https://www.inaturalist.org/observations/40648826,https://static.inaturalist.org/photos/64433369/medium.jpeg,N-H
25/07/2013,-22.314459,-49.0586951,Bauru,São Paulo,https://www.inaturalist.org/observations/4888931,https://inaturalist-open-data.s3.amazonaws.com/photos/5945434/medium.jpg,N-H
12/10/2013,-23.5838806028,-46.9248214834,Cotia,São Paulo,https://www.inaturalist.org/observations/82860359,https://inaturalist-open-data.s3.amazonaws.com/photos/136031402/medium.jpeg,N-H
26/10/2013,-23.585534409,-46.8844071524,Cotia,São Paulo,https://www.inaturalist.org/observations/83069590,https://inaturalist-open-data.s3.amazonaws.com/photos/136397745/medium.jpeg,N-H
22/11/2013,-23.6166496,-46.8784217,Cotia,São Paulo,https://www.inaturalist.org/observations/140141983,https://inaturalist-open-data.s3.amazonaws.com/photos/239842107/medium.jpeg,N-H
14/12/2013,-19.8877673,-43.9993533,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/37895499,https://inaturalist-open-data.s3.amazonaws.com/photos/60144478/medium.jpeg,N-H
21/12/2013,-23.6127250928,-46.8275038581,Cotia,São Paulo,https://www.inaturalist.org/observations/84454837,https://inaturalist-open-data.s3.amazonaws.com/photos/138810196/medium.jpeg,N-H
22/12/2013,-23.6121745808,-46.8275038581,Cotia,São Paulo,https://www.inaturalist.org/observations/84625124,https://inaturalist-open-data.s3.amazonaws.com/photos/139104293/medium.jpeg,N-H
24/12/2013,-22.9249952237,-47.1771353351,Campinas,São Paulo,https://www.inaturalist.org/observations/8672297,https://inaturalist-open-data.s3.amazonaws.com/photos/11618444/medium.jpeg,N-H
03/01/2014,-23.6110394539,-46.8275467734,Cotia,São Paulo,https://www.inaturalist.org/observations/84626046,https://inaturalist-open-data.s3.amazonaws.com/photos/139106386/medium.jpeg,H
24/02/2014,-23.6393148605,-46.6273106262,São Paulo,São Paulo,https://www.inaturalist.org/observations/282282821,https://static.inaturalist.org/photos/507147168/medium.jpg,N-H
08/04/2014,-22.5080896948,-43.1756492704,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/37524969,https://static.inaturalist.org/photos/59503960/medium.jpeg,N-H
23/05/2014,-22.997335658,-47.0598305348,Campinas,São Paulo,https://www.inaturalist.org/observations/6301652,https://inaturalist-open-data.s3.amazonaws.com/photos/7933268/medium.jpeg,N-H
31/05/2014,-22.4207927529,-43.145759192,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/15308781,https://inaturalist-open-data.s3.amazonaws.com/photos/22919839/medium.jpeg,H
13/06/2014,-19.9360607283,-40.5997663175,Santa Teresa,Espírito Santo,https://www.inaturalist.org/observations/77766811,https://inaturalist-open-data.s3.amazonaws.com/photos/127208311/medium.jpeg,N-H
18/06/2014,-23.4459760425,-46.6366624832,São Paulo,São Paulo,https://www.inaturalist.org/observations/215418467,https://static.inaturalist.org/photos/380854880/medium.jpeg,N-H
27/06/2014,-18.6852668786,-46.4416649187,Lagoa Formosa,Minas Gerais,https://www.inaturalist.org/observations/150343459,https://static.inaturalist.org/photos/259219146/medium.jpeg,N-H
02/07/2014,-19.4607708,-45.5964895,Dores do Indaiá,Minas Gerais,https://www.inaturalist.org/observations/19767895,https://inaturalist-open-data.s3.amazonaws.com/photos/30461526/medium.jpeg,N-H
16/07/2014,-22.2026675291,-49.9334849092,Marília,São Paulo,https://www.inaturalist.org/observations/147398895,https://static.inaturalist.org/photos/253627851/medium.jpeg,N-H
21/08/2014,-19.3293599775,-45.9456995554,São Gotardo,Minas Gerais,https://www.inaturalist.org/observations/83998949,https://inaturalist-open-data.s3.amazonaws.com/photos/138004990/medium.jpg,N-H
28/08/2014,-23.1567858618,-44.1808656929,Angra dos Reis,Rio de Janeiro,https://www.inaturalist.org/observations/7234239,https://inaturalist-open-data.s3.amazonaws.com/photos/9342556/medium.jpg,H
31/08/2014,-20.7436991,-46.7505432,Itabira,Minas Gerais,https://www.inaturalist.org/observations/171558723,https://inaturalist-open-data.s3.amazonaws.com/photos/297711736/medium.jpeg,N-H
09/10/2014,-23.254886,-47.293139,Itu,São Paulo,http://www.inaturalist.org/observations/1452967,https://static.inaturalist.org/photos/1800632/medium.JPG,N-H
05/11/2014,-20.4478803,-41.8740536,Alto Caparaó,Minas Gerais,https://www.inaturalist.org/observations/126377583,https://inaturalist-open-data.s3.amazonaws.com/photos/214420976/medium.jpeg,N-H
02/01/2015,-20.9188537,-46.984882,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/124072097,https://static.inaturalist.org/photos/210260183/medium.jpeg,N-H
06/01/2015,-20.0369842656,-50.8996481475,Santa Clara do Oeste,São Paulo,https://www.inaturalist.org/observations/196909640,https://inaturalist-open-data.s3.amazonaws.com/photos/346672296/medium.jpg,H
15/02/2015,-21.2457293,-47.8032284,Ribeirao Preto,São Paulo,https://www.inaturalist.org/observations/60807361,https://inaturalist-open-data.s3.amazonaws.com/photos/97255224/medium.jpg,N-H
01/03/2015,-23.5492651,-46.9331962,Itapevi,São Paulo,https://www.inaturalist.org/observations/73208921,https://inaturalist-open-data.s3.amazonaws.com/photos/119496319/medium.jpg,N-H
12/03/2015,-20.9352451,-47.0124303,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/124358223,https://static.inaturalist.org/photos/210774817/medium.jpeg,N-H
22/03/2015,-16.0036875,-41.281738,Pedra Azul,Minas Gerais,https://www.inaturalist.org/observations/157150449,https://inaturalist-open-data.s3.amazonaws.com/photos/271723578/medium.jpeg,N-H
06/04/2015,-19.1826120129,-48.3944365422,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/41177924,https://inaturalist-open-data.s3.amazonaws.com/photos/65300618/medium.jpg,N-H
09/05/2015,-19.611038,-46.915762,Araxá,Minas Gerais,http://www.inaturalist.org/observations/1502596,https://inaturalist-open-data.s3.amazonaws.com/photos/1861191/medium.JPG,N-H
22/05/2015,-21.0790510312,-47.0466584996,Itamonte,Minas Gerais,https://www.inaturalist.org/observations/123947644,https://static.inaturalist.org/photos/210036174/medium.jpeg,N-H
04/06/2015,-18.581285,-46.50257,Patos de Minas,Minas Gerais,https://www.inaturalist.org/observations/149486498,https://static.inaturalist.org/photos/257597721/medium.jpg,N-H
07/06/2015,-23.63849,-46.624212,São Paulo,São Paulo,http://www.inaturalist.org/observations/1590261,https://static.inaturalist.org/photos/1960308/medium.JPG,N-H
15/07/2015,-22.5031805917,-43.1726431847,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/7517719,https://static.inaturalist.org/photos/9800315/medium.jpeg,N-H
18/07/2015,-22.51125,-43.177931,Petrópolis,Rio de Janeiro,https://www.inaturalist.org/observations/46583368,https://static.inaturalist.org/photos/73884653/medium.jpg,N-H
09/08/2015,-19.919052,-43.9386685,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/149399478,https://inaturalist-open-data.s3.amazonaws.com/photos/257433263/medium.jpeg,N-H
20/08/2015,-19.9504847538,-43.9290049531,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/52102503,https://inaturalist-open-data.s3.amazonaws.com/photos/82806043/medium.jpg,N-H
25/08/2015,-18.9233675331,-48.2765005572,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/57044124,https://inaturalist-open-data.s3.amazonaws.com/photos/90956946/medium.jpeg,N-H
15/09/2015,-21.7170679108,-43.9257933944,Lima Duarte,Minas Gerais,https://www.inaturalist.org/observations/60273854,https://inaturalist-open-data.s3.amazonaws.com/photos/96362690/medium.jpeg,N-H
04/10/2015,-20.9352451,-47.0124303,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/124358121,https://static.inaturalist.org/photos/210774576/medium.jpeg,N-H
21/10/2015,-22.0277040048,-44.3200077116,Liberdade,Minas Gerais,https://www.inaturalist.org/observations/131725906,https://inaturalist-open-data.s3.amazonaws.com/photos/224211915/medium.jpeg,N-H
08/11/2015,-19.3422451256,-43.6432906286,Santana do Riacho,Minas Gerais,https://www.inaturalist.org/observations/49190488,https://inaturalist-open-data.s3.amazonaws.com/photos/78081421/medium.jpeg,N-H
10/11/2015,-21.170401,-47.810324,Ribeirao Preto,São Paulo,https://www.inaturalist.org/observations/18697161,https://inaturalist-open-data.s3.amazonaws.com/photos/28626674/medium.jpg,N-H
16/12/2015,-21.1962158,-47.7926624,Ribeirao Preto,São Paulo,https://www.inaturalist.org/observations/37814672,https://inaturalist-open-data.s3.amazonaws.com/photos/60024224/medium.jpeg,N-H
24/12/2015,-20.7441948722,-47.5829289075,Batatais,São Paulo,https://www.inaturalist.org/observations/103890921,https://inaturalist-open-data.s3.amazonaws.com/photos/173993865/medium.jpeg,N-H
03/01/2016,-19.4607708,-45.5964895,Dores do Indaiá,Minas Gerais,https://www.inaturalist.org/observations/18328969,https://inaturalist-open-data.s3.amazonaws.com/photos/28008716/medium.jpeg,N-H
05/01/2016,-23.1515715565,-46.8901066602,Jundiaí,São Paulo,https://www.inaturalist.org/observations/38919577,https://static.inaturalist.org/photos/61850670/medium.jpg,N-H
23/01/2016,-21.5288756,-46.6436425,Caconde,Minas Gerais,https://www.inaturalist.org/observations/73500181,https://inaturalist-open-data.s3.amazonaws.com/photos/120003388/medium.jpg,N-H
27/01/2016,-21.7278643989,-43.316846902,Juiz de Fora,Minas Gerais,https://www.inaturalist.org/observations/139655686,https://inaturalist-open-data.s3.amazonaws.com/photos/238901108/medium.jpg,N-H
29/02/2016,-20.9352451,-47.0124303,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/124358110,https://static.inaturalist.org/photos/210774499/medium.jpeg,H
02/03/2016,-20.9172128,-46.9841443,São Sebastião do Paraíso,Minas Gerais,https://www.inaturalist.org/observations/50645024,https://static.inaturalist.org/photos/80428798/medium.jpg,N-H
27/03/2016,-22.9021353,-46.8272656,Campinas,São Paulo,https://www.inaturalist.org/observations/38193851,https://inaturalist-open-data.s3.amazonaws.com/photos/60663761/medium.jpg,H
02/04/2016,-16.7286406,-43.8582139,Montes Claros,Minas Gerais,https://www.inaturalist.org/observations/40979094,https://static.inaturalist.org/photos/64977567/medium.jpeg,H
16/04/2016,-18.8675754613,-46.8473352886,Patrocínio,Minas Gerais,https://www.inaturalist.org/observations/151244067,https://static.inaturalist.org/photos/260917406/medium.jpeg,N-H
16/04/2016,-19.9461533081,-43.9002499715,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/49900248,https://inaturalist-open-data.s3.amazonaws.com/photos/79227209/medium.jpeg,N-H
17/04/2016,-18.6853745984,-46.4414540067,Lagoa Formosa,Minas Gerais,https://www.inaturalist.org/observations/151244080,https://static.inaturalist.org/photos/260919256/medium.jpeg,N-H
21/04/2016,-23.6391665145,-46.6229711278,São Paulo,São Paulo,https://www.inaturalist.org/observations/105361160,https://inaturalist-open-data.s3.amazonaws.com/photos/176766024/medium.jpg,N-H
07/05/2016,-22.9691241083,-45.5724124385,Tremembé,São Paulo,https://www.inaturalist.org/observations/49900661,https://inaturalist-open-data.s3.amazonaws.com/photos/79228653/medium.jpeg,N-H
09/05/2016,-18.6853494973,-46.4414257506,Lagoa Formosa,Minas Gerais,https://www.inaturalist.org/observations/149416449,https://static.inaturalist.org/photos/257464371/medium.jpg,N-H
25/05/2016,-20.7548659,-42.8785788,Viçosa,Minas Gerais,https://www.inaturalist.org/observations/9611283,https://inaturalist-open-data.s3.amazonaws.com/photos/13114953/medium.jpeg,H
02/06/2016,-22.9787536849,-47.0383887565,Campinas,São Paulo,https://www.inaturalist.org/observations/8470422,https://inaturalist-open-data.s3.amazonaws.com/photos/11292717/medium.jpeg,N-H
11/06/2016,-20.5235519,-43.6914114,Ouro Branco,Minas Gerais,https://www.inaturalist.org/observations/90927345,https://inaturalist-open-data.s3.amazonaws.com/photos/150328153/medium.jpeg,N-H
14/06/2016,-19.8943152523,-43.9146788415,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/116717140,https://inaturalist-open-data.s3.amazonaws.com/photos/197036570/medium.jpg,N-H
16/07/2016,-21.6044927,-46.8935028,São José do Rio Pardo,São Paulo,https://www.inaturalist.org/observations/169764825,https://inaturalist-open-data.s3.amazonaws.com/photos/294352994/medium.jpeg,N-H
21/07/2016,-19.7310322348,-41.81454921,Caratinga,Minas Gerais,https://www.inaturalist.org/observations/104645672,https://inaturalist-open-data.s3.amazonaws.com/photos/175389952/medium.jpeg,N-H
28/07/2016,-21.7300232381,-43.3910090938,Juiz de Fora,Minas Gerais,https://www.inaturalist.org/observations/91187109,https://inaturalist-open-data.s3.amazonaws.com/photos/150792506/medium.jpg,N-H
03/09/2016,-15.121423,-44.256669,Januária,Minas Gerais,https://www.inaturalist.org/observations/19431751,https://inaturalist-open-data.s3.amazonaws.com/photos/29892609/medium.jpg,H
06/09/2016,-22.9114217,-43.4415779,Rio de Janeiro,Rio de Janeiro,https://www.inaturalist.org/observations/112362829,https://static.inaturalist.org/photos/189795082/medium.jpg,H
09/09/2016,-22.9531804659,-43.2180749232,Rio de Janeiro,Rio de Janeiro,https://www.inaturalist.org/observations/25172103,https://static.inaturalist.org/photos/38962878/medium.jpg,N-H
10/09/2016,-22.95137,-47.0523333333,Campinas,São Paulo,https://www.inaturalist.org/observations/20071423,https://inaturalist-open-data.s3.amazonaws.com/photos/30992783/medium.jpeg,N-H
28/10/2016,-21.7300232381,-43.3910090938,Juiz de Fora,Minas Gerais,https://www.inaturalist.org/observations/91186881,https://inaturalist-open-data.s3.amazonaws.com/photos/150791936/medium.jpg,N-H
07/11/2016,-18.8858599306,-48.2601631522,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/258905204,https://inaturalist-open-data.s3.amazonaws.com/photos/464632735/medium.jpeg,N-H
17/12/2016,-15.9898,-43.764,São João da Ponte,Minas Gerais,https://www.inaturalist.org/observations/67299509,https://inaturalist-open-data.s3.amazonaws.com/photos/108699132/medium.jpeg,N-H
30/12/2016,-23.5799166667,-46.8805283333,Cotia,São Paulo,https://www.inaturalist.org/observations/11937741,https://inaturalist-open-data.s3.amazonaws.com/photos/17092427/medium.jpg,H
03/01/2017,-22.908474545,-47.049254626,Campinas,São Paulo,https://www.inaturalist.org/observations/37085437,https://static.inaturalist.org/photos/58733842/medium.jpeg,N-H
13/01/2017,-21.1097269963,-44.1925840472,Tiradentes,Minas Gerais,https://www.inaturalist.org/observations/242923559,https://inaturalist-open-data.s3.amazonaws.com/photos/433103559/medium.jpeg,N-H
17/01/2017,-20.9211492,-44.2372618,Resende Costa,Minas Gerais,https://www.inaturalist.org/observations/143361761,https://inaturalist-open-data.s3.amazonaws.com/photos/245850968/medium.jpeg,N-H
20/01/2017,-20.9211492,-44.2372618,Resende Costa,Minas Gerais,https://www.inaturalist.org/observations/143361762,https://inaturalist-open-data.s3.amazonaws.com/photos/245850979/medium.jpeg,N-H
04/02/2017,-20.9211492,-44.2372618,Resende Costa,Minas Gerais,https://www.inaturalist.org/observations/143361763,https://inaturalist-open-data.s3.amazonaws.com/photos/245850988/medium.jpeg,N-H
12/03/2017,-19.4607708,-45.5964895,Dores do Indaiá,Minas Gerais,https://www.inaturalist.org/observations/19888248,https://inaturalist-open-data.s3.amazonaws.com/photos/30670100/medium.jpeg,N-H
24/03/2017,-23.5856617677,-46.8824661523,Cotia,São Paulo,https://www.inaturalist.org/observations/255309383,https://static.inaturalist.org/photos/457514471/medium.jpeg,N-H
10/04/2017,-22.48134,-42.986369,Guapimirim,Rio de Janeiro,https://www.inaturalist.org/observations/7562176,https://inaturalist-open-data.s3.amazonaws.com/photos/9872649/medium.jpeg,N-H
22/04/2017,-22.333457619,-42.9839056079,Teresópolis,Rio de Janeiro,https://www.inaturalist.org/observations/5318971,https://inaturalist-open-data.s3.amazonaws.com/photos/6580059/medium.jpeg,N-H
23/04/2017,-19.86823727,-43.96666507,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/5442900,https://inaturalist-open-data.s3.amazonaws.com/photos/6698179/medium.jpeg,N-H
24/04/2017,-23.5394655655,-45.0658607871,Ubatuba,São Paulo,https://www.inaturalist.org/observations/125815536,https://inaturalist-open-data.s3.amazonaws.com/photos/213402486/medium.jpg,N-H
07/05/2017,-19.8922711,-43.913293,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/53201471,https://static.inaturalist.org/photos/84604066/medium.jpeg,N-H
08/05/2017,-19.86834237,-43.96644327,Belo Horizonte,Minas Gerais,https://www.inaturalist.org/observations/6101519,https://inaturalist-open-data.s3.amazonaws.com/photos/7633260/medium.jpeg,N-H
09/05/2017,-22.895116932,-47.0860050793,Campinas,São Paulo,https://www.inaturalist.org/observations/6053443,https://inaturalist-open-data.s3.amazonaws.com/photos/7582913/medium.jpeg,N-H
10/05/2017,-23.0228937969,-46.8393031943,Itatiba,São Paulo,https://www.inaturalist.org/observations/121718792,https://inaturalist-open-data.s3.amazonaws.com/photos/206004974/medium.jpg,N-H
13/05/2017,-18.6847327782,-46.4415237232,Lagoa Formosa,Minas Gerais,https://www.inaturalist.org/observations/151146674,https://static.inaturalist.org/photos/260745079/medium.jpeg,N-H
13/05/2017,-20.3207396003,-49.177669575,Icém,São Paulo,https://www.inaturalist.org/observations/59706828,https://inaturalist-open-data.s3.amazonaws.com/photos/95417538/medium.jpeg,N-H
14/05/2017,-22.4637382133,-42.6573365182,Cachoeiras de Macacu,Rio de Janeiro,https://www.inaturalist.org/observations/184765796,https://static.inaturalist.org/photos/322567010/medium.jpeg,N-H
17/05/2017,-23.6876695,-46.493085,Santo André,São Paulo,https://www.inaturalist.org/observations/257747348,https://inaturalist-open-data.s3.amazonaws.com/photos/462412788/medium.jpeg,N-H
21/05/2017,-20.3745043881,-41.8582129106,Alto Jequitibá,Minas Gerais,https://www.inaturalist.org/observations/127910419,https://static.inaturalist.org/photos/217208887/medium.jpeg,N-H
12/06/2017,-21.763375,-43.3577333333,Juiz de Fora,Minas Gerais,https://www.inaturalist.org/observations/158365118,https://inaturalist-open-data.s3.amazonaws.com/photos/273703024/medium.jpg,N-H
14/06/2017,-20.1227777778,-44.2200777778,Brumadinho,Minas Gerais,https://www.inaturalist.org/observations/16065476,https://static.inaturalist.org/photos/24056628/medium.jpeg,N-H
22/06/2017,-20.1444039,-44.2015777,Brumadinho,Minas Gerais,https://www.inaturalist.org/observations/91186665,https://inaturalist-open-data.s3.amazonaws.com/photos/150791097/medium.jpg,N-H
08/07/2017,-18.8855833333,-48.2600583333,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/97341493,https://inaturalist-open-data.s3.amazonaws.com/photos/161874139/medium.jpg,N-H
26/07/2017,-18.1728631676,-46.7943042292,Lagamar,Minas Gerais,https://www.inaturalist.org/observations/19856704,https://inaturalist-open-data.s3.amazonaws.com/photos/30615549/medium.jpeg,N-H
26/07/2017,-18.9250581,-48.3215193,Uberlândia,Minas Gerais,https://www.inaturalist.org/observations/34311480,https://inaturalist-open-data.s3.amazonaws.com/photos/53980894/medium.jpg,N-H
27/07/2017,-18.6854611072,-46.4415279555,Lagoa Formosa,Minas Gerais,https://www.inaturalist.org/observations/149359235,https://static.inaturalist.org/photos/257354909/medium.jpg,H
22/08/2017,-20.2937524312,-46.582971162,São Roque de Minas,Minas Gerais,https://www.inaturalist.org/observations/38513960,https://inaturalist-open-data.s3.amazonaws.com/photos/61221154/medium.jpg,N-H
01/09/2017,-20.3284317369,-46.2689333054,São Roque de Minas,Minas Gerais,https://www.inaturalist.org/observations/38545096,https://inaturalist-open-data.s3.amazonaws.com/photos/61276819/medium.jpg,N-H
05/09/2017,-18.8558219072,-41.957189776,Governador Valadares,Minas Gerais,https://www.inaturalist.org/observations/100199268,https://static.inaturalist.org/photos/167199860/medium.jpeg,N-H
08/09/2017,-24.002368,-46.3940892,São Vicente,São Paulo,https://www.inaturalist.org/observations/59225213,https://inaturalist-open-data.s3.amazonaws.com/photos/94617904/medium.png,N-H
13/09/2017,-23.0456558885,-46.7470733594,Itatiba,São Paulo,https://www.inaturalist.org/observations/34382977,https://inaturalist-open-data.s3.amazonaws.com/photos/54106147/medium.jpeg,N-H
29/09/2017,-22.5406455994,-44.1712226868,Barra Mansa,Rio de Janeiro,https://www.inaturalist.org/observations/7843259,https://static.inaturalist.org/photos/10329782/medium.jpeg,N-H
